SpotterId,ID1,NomeEmpresa,RazaoSocial,StatusEmpresa,CadastroEmpresa,TelefoneEmpresa,LimiteUsuarios
2535,23256282000198,BIOSOFT INFORMÁTICA LTDA,BIOSOFT INFORMATICA LTDA,Inativo,2019-09-03,(31) 3273-7478,4
2536,12538254000147,AG CAPITAL,AG CAPITAL A CONSULTORIA E ASSESSORIA EMPRESARIAL S/S,Ativo,2019-09-04,(48) 3028-1897,54
2537,02606408000137,CONDOR VEÍCULOS,CONDOR VEICULOS LTDA,Inativo,2019-09-04,(61) 9964-52145,4
2540,25188538000100,ESSENT JUS,ESSENT JUS,Inativo,2019-09-04,(55) 9990-28923,5
2541,17350697000123,SOLVEPLAN,SVPL ENGECON SOLUCOES EM INFORMATICA LTDA,Inativo,2019-09-04,(11) 5071-4434,2
2542,02962064000107,CSC SOLUÇÃO,CSC SOLUÇÃO REPRESENTAÇÃO COMERCIAL,Inativo,2019-09-05,(65) 9926-99341,2
2543,18082614000125,KAZTOR,KAZTOR TECNOLOGIA E SERVIÇOS LTDA,Inativo,2019-09-05,(83) 9995-67988,2
2544,26365595000172,GIRA,"GIRA, GESTAO INTEGRADA DE RECEBIVEIS DO AGRONEGOCIO S.A",Inativo,2019-09-05,(34) 3233-5626,4
2545,23943826000190,APROSPECT,APROSPECT - SOLUCOES ESTRATEGICAS PARA E-COMMERCE LTDA,Inativo,2019-09-05,(41) 3044-3888,2
2546,22970241000104,BASE HM,BASE HM PUBLICIDADE LTDA,Inativo,2019-09-05,(47) 3288-6646,4
2547,77821940000257,BANDEIRANTE COMPRESSORES,BANDEIRANTE COMPRESSORES LTDA EPP,Inativo,2019-09-05,(48) 3343-2200,4
2548,31410912000165,CINETEC,JANDERSON DOS SANTOS CAVALHEIRO 10939552957,Inativo,2019-09-06,(49) 9889-33346,2
2549,01424895000154,RHOGAN CONTABILIDADE,RHOGAN TECNICA CONTABILIDADE S/S LTDA,Inativo,2019-09-06,(11) 2978-5828,2
2550,02254361000190,ORCOMA,ORCOMA ORGANIZACAO COMERCIAL E SERVICOS EIRELI,Inativo,2019-09-06,(73) 9915-62300,3
2551,81768905000108,ZANELLA PNEUS,RENOVADORA DE PNEUS ZANELLA LTDA,Inativo,2019-09-06,(47) 9883-57227,2
2552,27461411000130,PCD EM FOCO,PcD em Foco Online Ltda,Inativo,2019-09-06,(48) 9840-62867,2
2553,00910509000171,THOMSON REUTERS BRASIL CONTEÚDO E TECNOLOGIA LTDA,THOMSON REUTERS BRASIL CONTEÚDO E TECNOLOGIA LTDA,Ativo,2019-09-06,(11) 9414-12681,16
2554,09257587000193,MWN IMÓVEIS,MWN INCORPORACOES LTDA,Inativo,2019-09-09,(32) 9996-86772,4
2555,31531997000130,CONPAY,CONPAY TECNOLOGIA E PAGAMENTOS S/A,Inativo,2019-09-09,(83) 9992-84235,4
2556,28864200000101,PLAY2SELL,Play2Sell Ltda,Inativo,2019-09-09,(11) 9888-08084,4
2557,07809935000162,METAL LIGHT GÔNDOLAS,METAL LIGHT INDUSTRIA E COMERCIO DE MOVEIS DE ACO LTDA,Ativo,2019-09-09,(62) 9990-14650,2
2559,04101136000149,CMTECH,CMTECH COMERCIO & SERVICOS DE INFORMATICA LTDA,Inativo,2019-09-11,(81) 9920-86197,4
2560,31999970000176,SISTEMA DO PERITO,CAROLINA FERREIRA LAZZARI,Inativo,2019-09-11,(49) 9991-82251,2
2561,28420239000130,Elmo Marketing Digital,Elmo Marketing Digital,Inativo,2019-09-11,(21) 9976-94173,4
2562,14024794000138,Innovo,Innovo Tecnologia da Informação Ltda.,Inativo,2019-09-11,(47) 3025-7888,2
2563,05565556000149,Proccel,Talento Humano e Tecnologia Ltda,Inativo,2019-09-12,(34) 9881-57464,4
2564,21050733000100,JOTA,JOTA JORNALISMO S/A,Inativo,2019-09-12,(11) 9965-34585,4
2565,24946429000134,RBX DESENVOLVIMENTO,LUCAS DA SILVA RIBEIRO 12410514707,Inativo,2019-09-12,(21) 9740-68545,4
2566,04456812000105,SINAPSYS,SINAPSYS Consultoria e Desenvolvimento de Software Ltda,Inativo,2019-09-12,(54) 9840-45025,2
2567,08652405000116,SAÚDE INTEGRADA SANTOS,Saúde Integrada Santos Limitada ME,Inativo,2019-09-12,(13) 9740-14976,4
2568,20380816000103,AQUA POÇOS,Aqua Poços LTDA - EPP,Inativo,2019-09-12,(81) 3314-8182,3
2569,07080962000147,SUMMIT CHASE,SUMMIT CHASE CONSULTORIA E CORRETORA DE SEGUROS E PREVIDENCIA LTDA,Inativo,2019-09-12,(11) 5531-5028,4
2570,23352914000117,FINUBE,Rogério Pereira da Silva,Inativo,2019-09-13,(11) 2597-1404,4
2571,10661497000142,ZikoShop,DUO COMERCIO E DISTRIBUIÇÃO DE ELETRONICOS EIRELI,Inativo,2019-09-13,(19) 3457-6134,4
2572,34265283000115,Conexão Gestão Financeira,CONEXÃO GESTÃO FINANCEIRA APOIO ADMINISTRATIVO LTDA,Inativo,2019-09-13,(51) 9959-82779,4
2573,12499520000170,Clicksign,Clicksign Gestão de Documentos S.A.,Ativo,2019-09-13,(11) 3145-2570,36
2574,28621967000100,G3 Automation,G3 Automation Indústria e Comércio de Máquinas Eireli,Inativo,2019-09-13,(48) 9960-93802,4
2575,13051121000104,IGUANA AGÊNCIA DIGITAL,Iguana Agência Digital LTDA,Inativo,2019-09-16,(55) 9994-10665,2
2576,33842657000155,ESTÚDIO GARAPUVU,Estúdio Garapuvu LTDA,Inativo,2019-09-17,(48) 9881-29248,2
2577,26682230000171,CAPITAL CONTADORES,CAPITAL CONTADORES LTDA,Inativo,2019-09-17,(47) 3331-9200,4
2578,00495819000177,R3N3,Duanny Informatica Eireli,Inativo,2019-09-17,(47) 9911-03744,2
2579,31838807000121,FINCRÉDITO,GABRIEL PEREIRA CORRESPONDENTE BANCÁRIO,Inativo,2019-09-17,(48) 9918-80891,2
2580,19653081000157,DAP LONDRINA,DAP DIAGNOSTICOS EM ANATOMIA PATOLOGICA,Inativo,2019-09-17,(43) 3322-1400,4
2581,11693049000193,SET INTEGRATIVE,set integrative ger. de serviços,Inativo,2019-09-17,(11) 9913-39556,4
2582,06266932000167,FORLOGIC,Forlogic Software LTDA,Inativo,2019-09-17,(43) 3133-2200,4
2583,29228600000193,EMFOCO PRINT,c&I comunicação visual,Inativo,2019-09-17,(11) 9911-05044,4
2584,19826293000199,GranMoney ,GranMoney Sistemas de Gestão Empresarial - LTDA,Inativo,2019-09-17,(41) 3322-3439,2
2585,15743543000176,Alfameta,Alfameta Sistemas empresariais ltda,Ativo,2019-09-17,(66) 9959-5015,4
2586,20535173000111,HEY PEPPERS! (UNIDADE IJUÍ),INSTITUTO DE IDIOMAS IJUI LTDA,Inativo,2019-09-18,(55) 9920-34111,4
2587,00473342000129,DSX IT SOLUTIONS,Strategio Sistemas e serviços de informatica Ltda,Inativo,2019-09-18,(62) 9929-55725,4
2588,21500492000154,Versam,Versam Comércio e Serviços Eireli,Inativo,2019-09-18,(47) 9920-33777,4
2589,94350907000124,BONA IMÓVEIS,BONA ADM DE IMOVEIS LTDA,Inativo,2019-09-19,(51) 3333-1662,2
2590,22615656000151,Sym Imóveis ,Sym Imóveis Assessoria Imobiliária LTDA,Inativo,2019-09-19,(41) 9980-28478,4
2591,08754527000113,WBAGESTÃO,WBAGestao Tecnologia e Software Ltda,Inativo,2019-09-19,(11) 2579-5279,4
2592,10414615000118,SPRO IT SOLUTIONS,SPRO CONSULTORIA E INFORMATICA LTDA,Ativo,2019-09-19,(41) 3241-7700,4
2593,14419989000187,TOTEN CONTABILIDADE,TOTEN CONTABILIDADE LTDA.,Inativo,2019-09-19,(31) 3286-5520,4
2594,57909806000114,B&F Dias,B&F Dias Indústria e Comércio LTDA,Inativo,2019-09-19,(19) 3886-9617,4
2595,04303733000156,SISTEMAR TECNOLOGIA,Sistemar automação comercial e assistência técnica ltda,Inativo,2019-09-19,(44) 9999-77440,4
2596,85192599000165,SYSDATA,SYSDATA COMERCIO E REPRESENTACOES EM INFORMATICA EIRELI EPP,Inativo,2019-09-19,(48) 3441-2642,4
2597,29502450000164,FIO DA MEADA,Alessandro Mateus Felippe,Inativo,2019-09-19,(55) 9915-95004,2
2598,27775952000133,GRUPO BJ GRIBEL,B J GRIBEL DE RIO DAS OSTRAS EIRELI EPP,Inativo,2019-09-19,(22) 9994-92188,4
2599,11845461000181,TOTEN SOLUÇÕES EM TECNOLOGIA,TOTEN SOLUÇÕES EM TECNOLOGIA LTDA.,Inativo,2019-09-19,(31) 2514-4770,4
2600,27730842000155,FGT SISTEMAS,J&F DE PIRACICABA SOLUCOES EM INFORMATICA LTDA,Inativo,2019-09-19,(19) 9918-98777,4
2601,21584221000124,MPPLOG,MPP Log em Soluções Ltda,Inativo,2019-09-20,(11) 9474-20235,4
2602,23828633000198,LOOQBOX,Looqbox Informática LTDA,Inativo,2019-09-20,(11) 9753-79007,3
2603,21590921000121,ADELINA,Design do Pensamento Desenvolvimento de Arte e Cultura,Inativo,2019-09-20,(11) 9606-09186,4
2604,59293662000140,FAMI TECNOLOGIA MÉDICA,FABRICA DE ARTEFATOS METALÚRGICOS ITÁ LTDA,Inativo,2019-09-23,(11) 3775-0300,4
2605,11983420000151,ORLEANS TREINAMENTOS LTDA,ORLEANS TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2606,13479276000146,Pinhais Treinamentos LTDA ME,IRAI TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2607,24990903000125,FLORIPA CENTRO TREINAMENTOS LTDA,FLORIPA CENTRO TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2608,24186412000126,TATUAPE TREINAMENTOS LTDA,TATUAPE TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2609,68680149000100,TARGET ASSESSORIA DE COMUNICAÇÃO,Target Assessoria Técnica de Relações Públicas S/C Ltda,Inativo,2019-09-23,(21) 9801-00999,4
2610,20635644000163,TALENTO TREINAMENTOS LTDA,TALENTO TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2611,31697430000138,SAO VICENTE TREINAMENTOS LTDA,SAO VICENTE TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2612,07459312000107,PINHO TREINAMENTOS LTDA,PINHO TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2613,07286638000180,RIC INFORMATICA LTDA,RIC INFORMATICA LTDA,Inativo,2019-09-23,(,2
2614,20981218000181,GUABIROTUBA TREINAMENTOS LTDA,GUABIROTUBA TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2615,16417085000148,GUARAITUBA TREINAMENTOS LTDA,GUARAITUBA TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2616,07466017000188,CONCLUSAO TREINAMENTOS LTDA,CONCLUSAO TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2617,10892589000133,BOQUEIRAO TREINAMENTOS LTDA,BOQUEIRAO TREINAMENTOS LTDA,Inativo,2019-09-23,(,2
2618,11927842000100,COMERCIAL 2001,TIAGO DE BROI EIRELI EPP,Inativo,2019-09-24,(11) 3109-5511,4
2619,34546927000143,Há Lagoas Soluções Corporativas,HÁ LAGOAS SOLUÇÕES CORPORATIVAS - EIRELI,Inativo,2019-09-24,(82) 9999-49000,5
2620,18594826000191,AHU TREINAMENTOS LTDA,AHU TREINAMENTOS LTDA,Inativo,2019-09-24,(,2
2621,67205518000132,EVOLUA,Evolua Educacao Ltda,Ativo,2019-09-24,(16) 3951-7200,4
2622,08234676000151,ABREU IMÓVEIS,ABREU IMÓVEIS LTDA,Inativo,2019-09-24,(84) 9910-94206,4
2623,23284876000102,META BRASIL,META IMPRESSAO E SOLUCOES DIGITAIS LTDA,Inativo,2019-09-24,(11) 9410-02535,4
2624,15169566000119,TECKAVAN,BN VERCOSA SISTEMAS,Inativo,2019-09-25,(11) 9335-11444,4
2625,17398612000187,SANTELLI CONTABILIDADE,MARCOS DEYVID SANTELLI ANTUNES EPP,Inativo,2019-09-25,(67) 3461-6962,4
2626,09445548000110,AE Patrimônio,AE Patrimônio Consultores Imobiliários Ltda,Ativo,2019-09-26,(15) 3233-1700,19
2627,14234735000194,WD AUTOMAÇÃO,WD AUTOMAÇÃO E MANUTENÇÃO INDUSTRIAL LTDA-ME,Inativo,2019-09-26,(47) 3646-6521,3
2628,23563012000120,MANTO AGRÍCOLA,Manto Agricola Ltda,Inativo,2019-09-26,(54) 9995-97045,4
2629,14539125000107,DIRETRIX.ON,DIRETRIX.ON INTELIGÊNCIA DA INFORMAÇÃO LTDA.,Inativo,2019-09-26,(11) 9856-47882,4
2630,23845741000179,MONDITECH,MONDITECH DESENVOLVIMENTO DE SISTEMAS LTDA,Inativo,2019-09-26,(41) 3534-5771,4
2631,12000108000163,AGÊNCIA MB2,Mb2 Multimidia LTDA ME,Inativo,2019-09-26,(27) 9931-28030,2
2632,20934257000128,TRIOTEC,TRIOTEC EFICIENCIA EM ENERGIA E MEIO AMBIENTE LTDA,Inativo,2019-09-26,(21) 9941-82903,4
2633,07601295000109,PART COMUNICAÇÃO,PART COMUNICAÇÃO LTDA ME,Inativo,2019-09-26,(31) 3411-1540,2
2634,22777857000155,MAX PERSON,MAX PERSON COMUNICAÇÃO EIRELI,Inativo,2019-09-27,(65) 9968-77259,4
2635,07754012000150,NSB,Network Solutions Brazil Eireli,Inativo,2019-09-27,(08) 0072-23377,4
2636,73911406000108,ALF SOLUCOES,ALF SOLUCOES TECNOLOGICAS IMPORTADORA LTDA,Inativo,2019-09-27,(21) 9821-6997,4
2637,24028001000102,FYSOL,FYSOL ENERGIA SOLAR LTDA,Inativo,2019-09-27,(38) 9995-68000,4
2638,88191069001243,STV SEGURANÇA,STV SEGURANÇA E TECNOLOGIA E VIGILÂNCIA PATRIMONIAL LTDA,Ativo,2019-09-27,(47) 9917-83854,12
2639,00254455000133,TDP,TDP Sistemas de Informação,Inativo,2019-09-27,(14) 9813-54894,4
2640,32946177000171,Kaiffa ,Kaiffa Consultoria e assessoria em telefonia ltda,Inativo,2019-09-27,(54) 9840-1639,4
2641,27849742000142,REDE CONTÁBIL,REDE CONTÁBIL DIGITAL LTDA,Inativo,2019-09-27,(24) 9814-33131,2
2642,20923242000164,IMOBILLE NEGOCIOS,Mello & Leal Negócios Imobiliários LTDA,Inativo,2019-09-30,(47) 9972-83464,2
2643,22024177000160,Spazio Villa Regia,Spazio Villa Regia Eventos Eireli,Inativo,2019-09-30,(61) 9944-5525,3
2644,26513479000153,Sintecsys,S I Tecnologia S/A,Inativo,2019-09-30,(11) 3109-1815,4
2645,13660118000198,Verdi Imóveis,Verdi Imóveis Ltda,Inativo,2019-09-30,(54) 9843-20782,4
2646,32770786000112,Dosea Seguros,Dosea Consultoria e Corretagem de Seguros Ltda,Inativo,2019-09-30,(79) 9881-17113,2
2647,11048310000100,ECCO CONTABILIDADE,SERRANO CONTABILIDADE LTDA,Inativo,2019-09-30,(11) 4990-5177,4
2648,31261147000169,CONFIAGIL,CONFIAGIL TECNOLOGIA LIMITADA,Inativo,2019-09-30,(11) 9974-60537,4
2649,19918193000192,PLENAGE,PLENA ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA,Inativo,2019-09-30,(84) 9887-18437,4
2650,08186507000193,Buzzii,Solucoes Imobiliarias Ltda,Inativo,2019-09-30,(48) 3238-1001,4
2651,09157542000147,LINKPARTNERS,LINKPARTNERS INFORMATION TECHNOLOGY TASI LTDA,Inativo,2019-09-30,(11) 9732-61260,4
2652,20228002000140,AUDITTO,AUDITTO TECNOLOGIA S/A,Inativo,2019-09-30,(11) 9811-92456,9
2653,13918569000182,Mobo,Mobo Cupons Serviços de Comunicação Digital LTDA,Inativo,2019-10-01,(51) 9855-50088,4
2654,05928409000196,Diskinfo Informática Ltda,Diskinfo Informática Ltda,Inativo,2019-10-01,(47) 3435-3300,2
2655,22493902000140,Diretriz,DIRETRIZ INFORMATICA EIRELI,Inativo,2019-10-01,(35) 2105-3105,3
2656,40829170049,MÚLTIPLA ESTRATÉGIA,Antônio Eduardo Rodemusch Alves,Inativo,2019-10-02,(48) 9962-11234,4
2657,17772816000136,Global GCS,Global Gestão Corporativa de Sistemas e Processos Eirelli,Ativo,2019-10-02,(11) 9474-76220,4
2658,08197598000162,Dinâmica Energia Solar,WBS Energia Eireli,Ativo,2019-10-02,(16) 3419-3000,6
2659,23359014000100,Engenharia de Superfície,Leandro Bueno de Andrade Representações Eireli,Inativo,2019-10-02,(62) 9935-04120,3
2660,23543006000100,WAVECODE,WAVECODE EIRELI,Inativo,2019-10-03,(48) 9885-60234,4
2661,11463371000126,AGROMETRIKA,AGROMETRIKA INFORMATICA E SERVIÇOS DE GESTÃO DE CRÉDITO LTDA,Ativo,2019-10-03,(48) 9885-60234,4
2662,15182508000125,AGENCIA 904,AGENCIA 904 LTDA - ME,Inativo,2019-10-03,(41) 9925-13799,2
2665,34579928000194,Conceito Gestão,Simone Alves Correia 30384534805,Inativo,2019-10-07,(11) 9615-20609,4
2666,16997318000129,Invento Evento,Divina Calixto dos Santos,Ativo,2019-10-08,(62) 9937-92626,2
2667,10979108000121,HYDROINFO,HYDROINFORMATICS SOLUTIONS - Soluções de hidroinformática Ltda.,Inativo,2019-10-08,(48) 3879-6888,2
2668,09605228000180,ESIM,R2V Serviços em Informatica LTDA,Inativo,2019-10-08,(21) 3594-1000,2
2669,08238299000129,CONTROL ID,CONTROLID IND COM DE HARDWARE E SERV DE TECN LTDA,Inativo,2019-10-08,(11) 3059-9900,4
2670,30914260000133,BENEVIDA,BENEVIDA CORRETORA DE PLANOS DE SAÚDE EIRELLI,Inativo,2019-10-08,(27) 9977-81220,4
2671,06183151000109,Papel e Placa,LUCIANO EMILIO FERREIRA ME,Inativo,2019-10-08,(34) 9882-92928,4
2672,30073568000101,COGNITIO,COGNITIO GESTÃO CONTÁBIL E FINANCEIRA LTDA,Inativo,2019-10-08,(11) 3042-8522,4
2673,04597658000183,VIRTUAL GATE LTDA.,VIRTUAL GATE LTDA.,Inativo,2019-10-08,(11) 2103-4518,4
2674,27026909000175,ILHA DISTRIBUIDORA,ILHA DISTRIBUIDORA DE ALIMENTOS LTDA,Inativo,2019-10-09,(11) 3405-3575,2
2675,31889180000138,Audima,Audima Desenvolvimento de Softwares Ltda,Inativo,2019-10-09,(21) 9946-9393,3
2676,34211052000129,A&A Ferragem,A&A Ferragem Ltda.,Inativo,2019-10-10,(71) 3021-9955,4
2677,83720110000155,JOMIPA CONTABILIDADE S/S,JOMIPA CONTABILIDADE S/S,Inativo,2019-10-10,(48) 3240-7497,2
2678,29682979000107,Live Seo,APDWeb Marketing Digital Ltda,Ativo,2019-10-10,(44) 9980-48364,4
2679,15899487000163,Holanda Engenharia,Holanda Engenharia Ltda,Inativo,2019-10-10,(24) 9926-36187,4
2680,31600817000124,LT BUSINESS,Denilson Trindade Maurer MEI,Inativo,2019-10-10,(54) 9991-46441,4
2681,14768383000157,OKSER,OKSER SOFTWARE E SERVICOS EM INFORMATICA LTDA,Ativo,2019-10-10,(11) 3294-6905,4
2682,19230763000157,FORTESEG,FORTESEG SERVIÇOS EIRELI ME,Inativo,2019-10-10,(41) 3434-3332,4
2683,14208689000159,BARLOVENTO,BARLOVENTO BRASIL ENERGIAS RENOVAVEIS LTDA,Inativo,2019-10-10,(21) 9812-91022,4
2684,01707536000104,ISH TECNOLOGIA,ISH TECNOLOGIA S/A,Inativo,2019-10-10,(27) 9998-61542,4
2685,13431971000138,CREDSUL (Connect SA),CREDSUL SOLUÇÕES CORPORATIVAS EIRELI,Inativo,2019-10-10,(49) 3025-0154,4
2686,18117723000130,Brasil ao Cubo,Brasil ao Cubo Construção Modular Ltda,Inativo,2019-10-11,(48) 9991-35416,4
2687,07649658000178,P3 SUSTENTABILIDADE,P3 SUSTENTABILIDADE ENGENHARIA LTDA,Inativo,2019-10-11,(48) 9843-43480,4
2688,28356474000190,2D TELECOM,2D TELECOM LTDA ME,Inativo,2019-10-11,(81) 9825-06688,3
2689,21555008000194,S/A FABRICA DE TECIDOS SAO JOAO EVANGELISTA,S/A FABRICA DE TECIDOS SAO JOAO EVANGELISTA,Inativo,2019-10-11,(32) 9841-69203,4
2690,04026873000124,Montagnoli Informática Ltda,Montagnoli Informática Ltda,Inativo,2019-10-11,(18) 3522-5757,4
2692,31626973000164,Elo Armazenagem,Elo Soluções Logisticas Integradas Ltda,Ativo,2019-10-14,(47) 9993-14399,13
2693,20620466000105,Dox Inglês,IGL Rodrigues Ensino de idiomas EIRELI,Inativo,2019-10-15,(22) 9814-18337,4
2694,22834145000120,Elekt Innovations,Elekt Innovations Ltda,Inativo,2019-10-15,(48) 3206-2348,4
2695,24304466000149,BRC Treinamentos,BRC Desenvolvimento de Pessoas,Inativo,2019-10-15,(22) 9976-00040,4
2696,25381820000100,MOVEE.TV,MOVEE PRODUCAO LTDA,Inativo,2019-10-15,(11) 9422-48004,4
2697,22799684000176,LEADLOVERS,leadlovers Tecnologia LTDA - ME,Inativo,2019-10-15,(41) 3180-0353,3
2698,11421231000195,DOC9,DOC9 – DIGITALIZAÇÃO E GERENCIAMENTO DE ARQUIVOS LTDA,Inativo,2019-10-15,(51) 3021-8888,5
2699,82624776000147,UNIMED BLUMENAU,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,Inativo,2019-10-16,(47) 3331-8589,6
2701,28680392000104,PREVISION,WELOB SOLUCOES TECNOLOGICAS LTDA - ME,Inativo,2019-10-16,(48) 9968-54036,5
2702,33576411000189,CM SECURTIZADORA DE CREDITO - EQTOS,CM SECURTIZADORA DE CREDITO,Inativo,2019-10-17,(31) 9836-9659,4
2703,08888945000101,ORI COMUNICAÇÃO LTDA - Agencia Ori,ORI COMUNICAÇÃO LTDA,Inativo,2019-10-17,(31) 9974-79274,2
2704,26958887000119,CENTRO DE ESTÉTICA E EMAGRECIMENTO LTDA ME,CENTRO DE ESTÉTICA E EMAGRECIMENTO LTDA ME,Inativo,2019-10-17,(81) 3034-4882,4
2705,28865656000196,Apolo Marcas,Apolo Serviços em Propriedade Intelectual LTDA,Inativo,2019-10-17,(48) 4042-2471,5
2706,03626642000199,OBJETIVA CONTABILIDADE E TREINAMENTOS,CRESCER TREINAMENTOS LTDA,Inativo,2019-10-17,(54) 2628-4443,4
2707,18848300000190,GM Corretora,GM CORRETORA DE SEGUROS LTDA,Inativo,2019-10-17,(11) 2991-4854,2
2708,06326419000114,APPIX,Acquaplan Tecnologia e Consultoria Ambiental Ltda.,Inativo,2019-10-17,(,4
2709,24507647000172,ITALINE,ITJSC SERVICOS DE COMUNICACAO E SOLUCOES LTDA ME,Ativo,2019-10-17,(47) 3045-2646,4
2710,10246974000103,Rockfeller,Rockfeller Brasil Editora e Treinamento LTDA,Inativo,2019-10-17,(,6
2711,33472097000194,GrYncash,GrYncash Tecnologia S/A,Inativo,2019-10-17,(16) 9977-66179,4
2712,22279642000104,SPIN SOLAR,SPIN SOLAR INSTALAÇÕES ELÉTRICAS EIRELI,Inativo,2019-10-17,(,4
2713,19072559000155,GRAEF TRADING,GRAEF TRADING IMP EXP LTDA,Inativo,2019-10-17,(,4
2714,34267418000181,Plano Contabilidade,GUILHERME DA SILVA ZUQUETTO 00899570089,Inativo,2019-10-17,(,2
2715,28001783000147,SUISUN,SUISUN ENERGIA LIMPA LTDA,Inativo,2019-10-17,(63) 3323-6238,4
2717,23751115000113,SOLUTIONS GESTÃO,IRMAOS SCHUMANN LTDA,Inativo,2019-10-21,(34) 9969-59578,4
2718,18952217000167,NPROJETOS,JS PROJETOS WEB DESENVOLVIMENTO E CONSULTORIA LTDA,Inativo,2019-10-21,(11) 9961-55454,4
2719,18603557000182,TOCALIVROS LTDA - EPP,TOCALIVROS LTDA - EPP,Inativo,2019-10-21,(11) 3103-0555,2
2720,01023164000105,NEXO CS,NEXO CS INFORMATICA S/A,Ativo,2019-10-21,(21) 2532-5960,4
2721,04677682000122,INTERSOLUÇÃO,INTERSOLUCAO COMERCIO ELETRONICO EIRELI,Inativo,2019-10-21,(11) 9707-20669,4
2722,27655119000159,PWIT,Peopleware Integradora em Tecnologia da Informação Ltda,Ativo,2019-10-21,(11) 9877-76262,4
2723,04903083000180,UXOPEN,UXOPEN SOLUTION INVENT COMPANY LTDA,Ativo,2019-10-21,(15) 9881-82207,4
2724,10233563000183,MEDLUX,ENGLUX INTEGRAÇÃO DE SISTEMAS LTDA,Ativo,2019-10-21,(41) 9960-25672,4
2725,02623157000107,BGF ALIMENTOS,BGF ALIMENTOS LTDA,Inativo,2019-10-21,(11) 9893-38708,2
2726,14899110000141,FERMAIS,SP2 Comércio de Atacadista de Alimentos Ltda,Inativo,2019-10-21,(47) 9926-53444,4
2727,18603557000182,TOCALIVROS,TOCALIVROS LTDA - EPP,Inativo,2019-10-21,(11) 3103-0555,3
2728,29956962000109,EXECUTIVA PROMOÇÕES,EXECUTIVA PROMOÇÕES EIRELI,Inativo,2019-10-22,(81) 9973-50444,2
2729,11016414000125,DOPPIO,Con & Tah Comunicação e Computação Gráfica Ltda ME,Inativo,2019-10-22,(11) 9955-90448,4
2730,23674714000180,682 SOLUÇÕES,682 SOLUÇÕES EM TECNOLOGIA DA INFORMACAO LTDA,Inativo,2019-10-22,(85) 3636-0682,4
2731,32765270000180,REM VENDAS,REM CONSULTORIA E VENDAS LTDA,Inativo,2019-10-23,(11) 3872-5183,4
2732,20013217000143,IRIS PAY,RTN Produtos Eletrônicos Ltda ME,Inativo,2019-10-23,(44) 9991-91795,2
2733,32143343000100,AQUILA COMPANY,L SILVA LIMA PREPARACAO DE DOCUMENTOS,Inativo,2019-10-23,(41) 9870-84383,6
2734,23826796000131,DOCWAY,DOCWAY APLICATIVO PARA SERVIÇOS MÉDICOS LTDA,Inativo,2019-10-23,(41) 9918-80810,3
2735,33576411000189,Eqtos,CM SECURTIZADORA DE CREDITO,Inativo,2019-10-23,(31) 9836-96593,4
2736,05058790000180,TKF COMUNICACAO E MARKETING LTDA,TKF COMUNICACAO E MARKETING LTDA,Inativo,2019-10-24,(24) 9885-59358,4
2737,14286396000190,OMEGAWORKS,Omegaworks Tecnologia da Imformação LTDA,Inativo,2019-10-24,(11) 9921-27414,2
2738,00507405000110,MURR ELEKTRONIK,Murrelektronik do Brasil Ind e Com Ltda.,Inativo,2019-10-24,(11) 9962-55547,4
2739,60259553000195,JHI,JHI CONSULTTORIA IMOBILIÁRIA LTDA,Inativo,2019-10-24,(11) 3256-9311,2
2740,33821161000103,FRANTIC,FRANTIC MARKETING E VENDAS LTDA,Inativo,2019-10-24,(41) 9870-00505,4
2741,22194541000130,GeekHunter,GEEK HUNTER SELECAO E AGENCIAMENTO DE MAO­DE­OBRA LTDA ­ ME,Ativo,2019-10-24,(48) 9910-74243,17
2742,10980520000161,AGENCIA INCANDESCENTE,INCANDESCENTE SOLUCOES EM TECNOLOGIA E COMUNICACAO LTDA,Inativo,2019-10-24,(11) 9935-57375,3
2743,58354374000195,Quintana Terraplenagem,Quintana Terraplenagem e Pavimentação LTDA,Inativo,2019-10-24,(19) 9918-76935,3
2744,32796107000184,CONT COM A GENTE,PRIME SERVICOS CONTABEIS E ADM EIRELI,Inativo,2019-10-24,(12) 9970-07892,4
2748,28844734000176,SIZE AGÊNCIA,SIZE AGENCIA DE PUBLICIDADE LTDA,Inativo,2019-10-25,(47) 9915-70602,2
2749,13689885000120,ALBA ENERGIA,Alba Tecnologia Industrial LTDA,Inativo,2019-10-25,(19) 9950-48496,5
2750,23322556000108,COBMAIS,Cobmais Soluções em Cobranças Ltda.,Ativo,2019-10-30,(18) 9968-67774,4
2751,30809195000186,NEOMED,NEOMED TECH CONSULTORIA EM TI LTDA,Ativo,2019-10-30,(21) 9887-70209,6
