Id Spotter,CNPJ,Razão Social,Status,Data base,Data churn,LT (Meses),MRR Inicial,MRR Total (Atual),Spotter (R$),Comunicação (R$),Searching (R$),Exact Club (R$),Nº de Funcionarios Linkedin (Sobre),Nº funcionarios Conectados Linkedin,Link do LinkedIn,Porte (ajustado),Porte da Empresa segundo Receita Federal,Porte da Empresa segundo base de dados do Searching,Mercado,Sub setor,Leads em entrada,Agendamentos,Vendas,Cadencia ativa,Workflow ativo,Atividades concluidas,Numero de usuáros,Integração Inbound,Integração CRM,Minutos telefonia,Origem,Upsell (Sim / Não),Upsell (Nº),Upsell (R$),Downsell (Sim/Não),Downsell (Nº),Downsell (R$),Tipo de contrato,CNPJ
11192,92.102.433/0001-76,COMISSARIA PIBERNAT LTDA,Ativo,01/09/2021,,14,"1146,9","1246,9",898,"348,9",0,,201-500,221,https://www.linkedin.com/company/pibernat/,Middle,DEMAIS,EMP,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,3,"1,5",0,6,2,9,,,"218,8888889",ListasAtivas,Sim,1,100,,,,ANUAL,92102433000176
11208,31.939.709/0001-80,JM CONSULTORIA EM PUBLICIDADE LTDA,Churn,01/09/2021,24/11/2022,14,1097,1097,699,199,199,,11-50,18,www.linkedin.com/company/okbox/,Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,"1,5",5,0,10,1,5,RDStation,RDStationCRM,"101,3636364",BDR,Não,0,0,,,,ANUAL,31939709000180
10210,26.433.946/0001-35,VILA RICA ENGENHARIA EIRELI,Ativo,01/02/2021,,21,759,858,759,99,0,,Não Tem,Não Tem,Não Tem,Small,EPP,EPP,Serviços - Engenharia e arquitetura,,0,"2,083333333",0,2,10,"127,7777778",3,,,"386,0555556",ListasAtivas,Sim,2,198,,,,SEMESTRAL,26433946000135
10761,21.798.295/0001-63,GUARNIERI ENGENHARIA E CONSULTORIA LTDA,Churn,01/08/2021,21/06/2022,10,759,759,,,,,51-200,21,https://www.linkedin.com/company/guarnieri-engenharia,Middle,,EMP,,,0,"4,714285714",0,0,6,"58,5",5,,,"17,33333333",ListasAtivas,Não,0,0,,,,SEMESTRAL,21798295000163
10765,19.260.316/0001-40,LIMA DINIZ CONSTRUCOES LTDA,Churn,01/06/2021,28/04/2022,10,1064,1064,,,,,Não Tem,Não Tem,Não Tem,Small,DEMAIS,EPP,Serviços - Engenharia e arquitetura,,0,0,0,2,8,"439,1428571",3,,,"221,75",ListasAtivas,Não,0,0,,,,MENSAL,19260316000140
11081,02.452.703/0001-86,PROFIT ENGENHARIA E CONSULTORIA LTDA,Churn,01/08/2021,25/05/2022,9,917,848,,,,,Não tem,Não tem,Não tem,Small,DEMAIS,EPP,Serviços - Engenharia e arquitetura,,0,1,0,0,2,42,4,,HubSpot CRM,"271,1666667",EventodeTerceiros,Não,0,0,,,,ANUAL,2452703000186
4580,13.815.983/0001-66,Desinservice Desinsetizadora Ltda,Churn,01/02/2021,18/10/2021,8,699,768,,,,,11-50,18,www.linkedin.com/company/desinservice/?originalSubdomain=br,Small,EPP,EPP,Serviços - Administrativos e serviços complementares,,157,"5,333333333","8,454545455",0,2,44,0,,,"166,3333333",EventodeTerceiros,Sim,1,69,,,,ANUAL,13815983000166
10257,25.003.372/0001-00,ECOPETRO AMBIENTAL EIRELI,Churn,01/03/2021,10/05/2022,14,1065,1065,,,,,11-50,20,www.linkedin.com/company/ecopetro-solucoes/,Small,DEMAIS,ME,"Serviços - Tratamento de esgoto, captação e distribuição de água, tratamento / descontaminação de resíduos perigosos",,"13,69230769","62,14285714",0,0,4,"179,3846154",9,RDStation,PipeDrive,"432,8",EventodeTerceiros,Não,0,0,,,,ANUAL,25003372000100
10260,35.944.258/0001-20,SOLIDO AMBIENTAL - TRANSPORTES DE RESIDUOS LTDA,Churn,01/03/2021,09/08/2021,5,867,867,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,"Serviços - Tratamento de esgoto, captação e distribuição de água, tratamento / descontaminação de resíduos perigosos",,0,2,3,0,0,0,7,,,0,Indicação,Não,0,0,,,,ANUAL,35944258000120
10516,03.194.437/0001-00,NICEPEL PRODUTOS QUIMICOS LTDA,Churn,01/04/2021,28/06/2022,14,796,796,,,,,11-50,23,www.linkedin.com/company/nicepel/,Small,EPP,EPP,Indústrias da Transformação - Químicos e Farmacêuticos,,0,10,0,0,0,4,9,,,0,BDR,Não,0,0,,,,MENSAL,3194437000100
10671,65.744.344/0001-50,OKENA SERVICOS AMBIENTAIS LTDA,Churn,01/06/2021,07/04/2022,10,"1276,9","1276,9",,,,,11-50,43,www.linkedin.com/company/okena/,Small,DEMAIS,EMP,"Serviços - Tratamento de esgoto, captação e distribuição de água, tratamento / descontaminação de resíduos perigosos",,"1572,090909","5,9",0,1,14,"34,1",12,RDStation,PipeDrive,"133,1",BDR,Não,0,0,,,,SEMESTRAL,65744344000150
10698,22.445.758/0001-76,TRAMEC - RESERVATORIOS MONTAGEM E COMERCIO EIRELI,Churn,01/06/2021,11/03/2022,9,927,927,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Indústrias da Transformação - Metalurgica,,0,2,"37,4",0,20,5,3,,,"2,5",ListasAtivas,Não,0,0,,,,SEMESTRAL,22445758000176
11554,39.661.587/0001-15,TRS IMPORTACAO E EXPORTACAO LTDA ,Churn,01/12/2021,05/11/2022,11,2040,2040,1194,199,647,,Não tem,Não tem,Não tem,Middle,DEMAIS,DEM,Comércio de Bens de Consumo não duráveis - Produtos Alimentícios e bebidas,,0,"13,16666667",0,0,16,"5,25",54,,,"78,3",Indicação,Não,0,0,,,,ANUAL,39661587000115
11075,07.541.596/0001-86,RECICLASERVICOS GESTAO AMBIENTAL EIRELI,Churn,01/08/2021,19/02/2022,6,1157,1157,,,,,51-200,30,https://www.linkedin.com/company/grupo-recicla,Middle,DEMAIS,EMP,,,0,0,"6,6",0,2,1,9,,,0,ListasAtivas,Não,0,0,,,,SEMESTRAL,7541596000186
11185,68.312.032/0001-66,MICROAMBIENTAL LABORATORIO COMERCIO E SERVICOS EM AGUA LTDA.,Churn,01/09/2021,14/05/2022,8,1356,759,,,,,51-200,59,https://www.linkedin.com/company/microambiental/,Middle,EPP,ME,"Serviços - Tratamento de esgoto, captação e distribuição de água, tratamento / descontaminação de resíduos perigosos",,0,"77,42857143",1,1,8,37,11,,RDStationCRM,"27,2",CoMKTConteúdo,Não,0,0,,,,SEMESTRAL,68312032000166
11349,34.249.162/0001-80,FOCO TS SERVICOS LTDA,Churn,01/10/2021,27/02/2022,4,1115,1115,,,,,11-50,13,https://www.linkedin.com/company/foco-traducoes-ltda/about/?originalSubdomain=br,Small,ME,ME,Serviços - Administrativos e serviços complementares,,0,3,0,1,6,112,8,,,0,ListasAtivas,Não,0,0,,,,MENSAL,34249162000180
10702,21.101.468/0001-42,SUNERGIES TECNOLOGIA E COMERCIO DE APARELHOS ELETRONICOS EIRELI,Churn,01/06/2021,12/10/2021,4,1592,2142,,,,,51-200,11,www.linkedin.com/company/sunergies-energia-solar/,Middle,ME,ME,Gás e Energia,,4,"7,333333333",19,0,10,51,14,RDStation,,"200,25",BDR,Sim,1,550,,,,MENSAL,21101468000142
11135,29.588.966/0001-73,ROBERTO PEREIRA FREY EIRELI,Churn,01/08/2021,28/09/2022,13,1095,4095,,,,,Não tem,Não tem,Não tem,Very small,,ME,,,0,"15,6",2,1,8,"1,666666667",22,,,"48,8",CoMKTConteúdo,Sim,1,3000,,,,MENSAL,29588966000173
10301,11.566.074/0001-06,        FACIL SISTEMAS E SERVICOS LTDA                 ,Ativo,01/03/2021,,20,867,867,699,99,69,,11-50,41,www.linkedin.com/company/facilsistemas/,Small,ME,EPP,"Serviços - Desenvolvimento de softwares, sistemas e apps",,"49,85","22,42105263",0,0,24,"338,8947368",8,RDStation,,"288,0526316",BDR,Não,0,0,,,,ANUAL,11566074000106
10896,07.774.077/0001-68,VERDANATECH COMERCIO E SERVICOS DE INFORMATICA LTDA,Churn,01/07/2021,23/07/2022,12,848,798,,,,,11-50,15,www.linkedin.com/company/verdanatech/,Small,ME,EPP,Serviços - Tecnologia da Informação,,"15,4","4,25","12,27272727",2,8,74,7,,,"650,75",BDR,Sim,1,99,Sim,1,149,ANUAL,7774077000168
10846,13.236.578/0001-93,QUANTA COMERCIO E SERVICOS DE MANUTENCAO LTDA,Ativo,01/07/2021,,16,917,699,699,0,0,,11-50,27,https://www.linkedin.com/company/quanta-eng/,Small,EPP,ME,Serviços - Manutenção e/ou locação de Máquinas e Equipamentos,,0,2,"1,142857143",2,10,"37,5",4,,,"139,25",ListasAtivas,Não,0,0,Sim,3,218,ANUAL,13236578000193
10163,02.365.581/0001-90,Bluware Informatica Ltda,Churn,01/02/2021,12/10/2022,20,398,467,,,,,2-10,12,www.linkedin.com/company/bluware-informatica/,Small,EPP,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"11,18181818","2,111111111",0,16,"1,5",7,,,"88,5",BDR,Sim,2,268,Sim,1,199,ANUAL,2365581000190
10816,35.792.705/0001-73,SENIOR SERVICOS DE PAGAMENTO LTDA,Ativo,01/07/2021,,16,998,"2769,75","2470,75",299,0,,11-50,40,www.linkedin.com/company/wiipo/,Small,DEMAIS,EPP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,"41,54545455",61,1,0,6,"246,9285714",28,Hubspot,HubSpot CRM,"1748,133333",Site,Sim,4,"1771,75",,,,ANUAL,35792705000173
2153,23.634.794/0002-21,Senior Noroeste Paulista Sistemas De Gestao Ltda,Churn,01/01/2021,25/08/2022,19,"1248,95",398,,,,,51-200,70,https://br.linkedin.com/company/seniornp?original_referer=https%3A%2F%2Fwww.google.com%2F,Middle,,,,,"681,875","12,94444444",0,10,6,"1438,117647",0,,,"1564,411765",,Sim,4,"798,85",Sim,6,"899,43",,23634794000221
4551,03.916.076/0001-50,Zucchetti Software E Sistemas Ltda,Ativo,01/01/2021,,22,597,"1420,25","1121,25",299,0,,11-50,33,www.linkedin.com/company/zucchettibrasil/,Small,,,,,"893,1818182","62,04545455",0,0,4,"461,5",0,RDStation,Moskit CRM,"1036,285714",ListasAtivas,Sim,3,"823,25",,,,,3916076000150
10551,07.716.820/0001-23,CR SISTEMAS LTDA,Churn,01/05/2021,19/09/2022,16,977,977,,,,,51-200,21,www.linkedin.com/company/humanus-tecnologia-para-gest%C3%A3o-de-pessoas/,Middle,DEMAIS,EMP,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,12,"62,75",0,4,365,6,,,"1145,666667",BDR,Não,0,0,,,,SEMESTRAL,7716820000123
10820,06.319.316/0001-27,INTERSOLID COMERCIO E DESENVOLVIMENTO DE SISTEMAS LTDA,Ativo,01/07/2021,,16,796,796,597,0,199,,11-50,44,www.linkedin.com/company/intersolidsoftware/,Small,DEMAIS,ME,Software - Comércio varejista e atacadista,,0,"8,6",0,0,0,"107,4",3,,Agendor,"38,2",BDR,Não,0,0,,,,ANUAL,6319316000127
10826,12.579.873/0001-80,RED MULT SERVICO TERCEIRIZADO LTDA,Churn,01/06/2021,22/01/2022,7,997,997,,,,,2-10,162,www.linkedin.com/company/red---seguranca-e-vigilancia/about/,Middle,EPP,EPP,Serviços - Administrativos e serviços complementares,,0,2,"1,666666667",0,6,"130,75",6,,,"531,4",ListasAtivas,Não,0,0,,,,ANUAL,12579873000180
10901,02.074.026/0001-00,ZEAL INFORMATICA LTDA,Churn,01/07/2021,09/07/2022,12,828,927,,,,,11-50,13,www.linkedin.com/company/cnsmart/,Small,DEMAIS,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"5,333333333",0,0,12,"150,5",4,,,"115,1428571",ListasAtivas,Sim,1,99,,,,SEMESTRAL,2074026000100
4559,05.340.639/0001-30,Prime Benefícios Em Cartões,Churn,01/01/2021,23/07/2021,6,759,759,,,,,51-200,42,www.linkedin.com/company/prime-beneficios/?originalSubdomain=br,Middle,DEMAIS,GE,Serviços - Administrativos e serviços complementares,,"138,3333333",1,"2,153846154",0,4,"8,333333333",0,,,"113,75",EventodeTerceiros,Não,0,0,,,,SEMESTRAL,5340639000130
4576,04.765.927/0001-73,Metaora Tecnologia Ltda,Ativo,01/02/2021,,21,699,699,699,0,0,,51-200,126,www.linkedin.com/company/midas-solutions/?originalSubdomain=br,Middle,EPP,ME,"Serviços - Desenvolvimento de softwares, sistemas e apps",,"312,3","24,55","2,375",0,20,"707,75",0,RDStation,,134,BDR,Não,0,0,,,,ANUAL,4765927000173
4578,04.560.916/0001-57,Projedata Informatica Ltda,Ativo,01/02/2021,,21,699,798,699,99,0,,51-200,64,www.linkedin.com/company/projedata/,Middle,DEMAIS,ME,Software - Gestão Empresarial (ERP),,"1249,823529",5,0,2,10,"37,57142857",0,,,"98,6875",BDR,Sim,1,99,,,,ANUAL,4560916000157
10027,05.511.344/0001-89,Cingo Servicos Em Tecnologia Da Informacao Ltda.,Churn,01/01/2021,10/06/2021,5,759,759,,,,,51-200,36,www.linkedin.com/company/cingo/,Middle,,,,,0,"7,25","2,333333333",0,0,"50,66666667",3,,,"33,33333333",BDR,Não,0,0,,,,,5511344000189
10043,33.177.852/0001-08,Heloo Solucoes Corporativas Ltda,Churn,01/01/2021,13/11/2021,10,699,699,,,,,11-50,40,www.linkedin.com/company/heloocorp/?originalSubdomain=br,Small,DEMAIS,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"9,5",0,0,0,"45,5",7,,Agendor,"414,3333333",Site,Não,0,0,,,,ANUAL,33177852000108
10047,05.688.834/0001-55,M & I Informatica Ltda,Churn,01/01/2021,16/07/2021,6,699,699,,,,,2-10,9,www.linkedin.com/company/portal-erp,Very small,,,,,0,2,0,0,0,41,4,,,"37,66666667",BDR,Não,0,0,,,,,5688834000155
10048,30.995.811/0001-30,MTCORP Soluções Tecnológicas Ltda,Churn,01/01/2021,18/09/2022,20,1228,"1504,9",,,,,11-50,37,www.linkedin.com/company/mtcorp/,Small,,,,,"73,45454545","5,7",0,1,8,"418,7272727",14,RDStation,RDStationCRM,"771,7142857",,Sim,5,"745,9",,,,,30995811000130
10076,35.790.039/0001-34,Ocf Informatica Ltda,Churn,01/01/2021,28/06/2022,17,597,666,,,,,11-50,1,www.linkedin.com/company/ocf-contadores/,Small,EPP,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,0,"1,666666667",0,0,2,"28,4",3,,,"132,4666667",CoMKTConteúdo,Sim,1,69,,,,ANUAL,35790039000134
10094,33.270.250/0001-09,Davinti Solucoes Em Tecnologia Ltda,Churn,01/01/2021,25/04/2022,15,908,1007,,,,,2-10,12,www.linkedin.com/company/davintisistemas/,Small,DEMAIS,ME,"Software - Serviços (Contábil, Financeiro, Logística, Monitoramento/Segurança, RH)",,0,"1,333333333",1,0,0,"666,2222222",5,,,"577,6",BDR,Sim,1,99,,,,SEMESTRAL,33270250000109
11401,25.199.695/0001-03,ANTONIO HIPOLITO GALIETA,Ativo,01/10/2021,,13,"795,9","795,9",597,"49,9",149,,Não tem,Não tem,Não tem,Very Small,ME,ME,Serviços - Tecnologia da Informação,,0,"1,5",1,1,4,0,7,,,0,Site,Não,0,0,,,,ANUAL,25199695000103
4590,34.102.645/0001-57,COMBATEAFRAUDE TECNOLOGIA DA INFORMACAO LTDA,Churn,01/02/2021,26/02/2022,12,759,958,,,,,11-50,47,www.linkedin.com/company/combateafraude/,Small,EPP,EPP,Serviços - Tecnologia da Informação,,449,"12,42857143","38,26666667",1,6,"515,7142857",0,,,"187,875",Indicação,Sim,1,199,,,,SEMESTRAL,34102645000157
10239,63.530.680/0013-0,BENEFICIO FACIL SERVICOS LTDA,Ativo,01/02/2021,,21,1094,"2916,9",1791,"806,9",319,,51-200,75,www.linkedin.com/company/benef-cio-f-cil/,Middle,DEMAIS,EPP,Serviços - Administrativos e serviços complementares,,0,"9,789473684","8,166666667",0,4,"1356,3",29,,,"3105,05",,Sim,7,"1822,9",,,,,6353068000130
10273,37.263.487/0001-05,A10 TECNOLOGIA E INOVACAO LTDA	,Ativo,01/03/2021,,20,566,"1736,75","1368,75",299,69,,51-200,97,www.linkedin.com/company/audiconcontadores/,Middle,DEMAIS,DEM,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,0,"16,10526316",0,0,0,"269,7894737",8,,,"1206,578947",CoMKTConteúdo,Sim,5,"1289,65",Sim,2,0,ANUAL,37263487000105
10280,23.533.614/0001-34, ATUALIDATA SOLUCOES TECNOLOGICAS LTDA	 ,Churn,01/03/2021,17/07/2021,4,964,964,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Software - Gestão Empresarial (ERP),,0,1,2,0,4,"3,5",5,,,146,EventodeTerceiros,Não,0,0,,,,MENSAL,23533614000134
10281,14.648.036/0001-90,CP&N CONSULTORIA PROCESSOS & NEGOCIOS LTDA		 ,Churn,01/03/2021,17/04/2022,13,945,1044,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Serviços - Coaching e consultoria,,0,"1,666666667","4,555555556",0,4,"177,8",8,,,"179,3333333",ListasAtivas,Sim,1,99,,,,MENSAL,14648036000190
10245,63.027.692/0001-81,ABC71 SOLUCOES EM INFORMATICA S.A.,Ativo,01/03/2021,,20,898,"1416,25","873,75","542,5",0,,51-200,64,www.linkedin.com/company/abc71/,Middle,DEMAIS,EPP,Software - Gestão Empresarial (ERP),,"48,1","39,36842105","2,333333333",0,20,"724,4210526",11,RDStation,RDStationCRM,"1329,95",BDR,Sim,4,"717,25",Sim,1,199,ANUAL,63027692000181
10247,18.138.450/0001-00,AXPEX - CORRETORA DE SEGUROS LTDA,Churn,01/02/2021,22/01/2022,11,398,497,,,,,Não Tem,Não Tem,Não Tem,Very small,DEMAIS,ME,Serviços - Corretoras de seguro e seguradoras,,0,"6,75",1,0,0,"35,16666667",5,,,55,Site,Sim,2,298,,,,ANUAL,18138450000100
10250,61.758.920/0014-8,COMPROCARD LTDA,Churn,01/03/2021,05/10/2021,7,1107,1107,,,,,51-200,37,www.linkedin.com/company/comprocard/,Middle,EPP,ME,Serviços - Administrativos e serviços complementares,,"11,75","3,75",2,0,6,5,5,,,660,,Não,0,0,,,,,6175892000148
10302,10.145.553/0001-96,MULTIPREMIUM COMUNICACAO INTEGRADA LTDA			 ,Ativo,01/03/2021,,20,699,699,699,0,0,,Não Tem,7,www.linkedin.com/company/multipremiumcard/,Very small,EPP,ME,"Serviços - Marketing, publicidade, design e produção",,0,"4,2","3,6",1,4,"2,714285714",18,,,10,BDR,Não,0,0,,,,ANUAL,10145553000196
10214,39.780.645/0001-20,FUTTURIS TECNOLOGIA LTDA,Ativo,01/02/2021,,21,699,699,699,0,0,,11-50,20,www.linkedin.com/company/portaria-do-futuro/,Small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"7,6",1,0,12,"57,09090909",5,,,249,BDR,Não,0,0,,,,ANUAL,39780645000120
10234,19.593.175/0001-88,VT SOLUCOES ADMINISTRACAO E SERVICOS LTDA,Churn,01/03/2021,08/08/2021,5,796,895,,,,,11-50,38,www.linkedin.com/company/vtsolucoes/?originalSubdomain=br,Small,ME,EPP,Serviços - Administrativos e serviços complementares,,0,"7,333333333",1,0,6,"11,5",9,,,453,ListasAtivas,Sim,1,99,,,,MENSAL,19593175000188
4626,23.863.235/0001-02,SOLUCOES EM GESTAO DE NEGOCIOS LTDA,Churn,01/06/2021,14/02/2022,8,699,699,,,,,11-50,7,www.linkedin.com/company/maxtool-software-contabil/?originalSubdomain=br,Small,EPP,ME,Software - Gestão empresarial (ERP) para segmentos específicos,,278,"0,5","4,5",0,2,1,0,,,"4,333333333",MKTdeConteúdo,Não,0,0,,,,ANUAL,23863235000102
10522,36.420.818/0001-00,LOGUS SISTEMAS LTDA,Ativo,01/04/2021,,19,867,867,699,99,69,,Não Tem,5,www.linkedin.com/company/logus-sistemas/about/,Very small,EPP,EPP,,,0,"8,333333333",1,2,10,"661,4375",6,,RDStationCRM,"338,375",BDR,Sim,1,80,Sim,1,80,ANUAL,36420818000100
10341,53.934.640/0012-9,DG INFORMATICA LTDA,Churn,01/03/2021,30/08/2022,17,1047,1047,,,,,11-50,56,www.linkedin.com/company/aps-informatica/,Middle,EPP,EPP,"Serviços - Desenvolvimento de softwares, sistemas e apps",,0,3,"1,5",0,0,"60,07692308",13,,,"271,25",,Não,0,0,,,,,5393464000129
10336,13.885.290/0001-40,ANDRE LUIZ COPETTI,Churn,01/03/2021,25/09/2021,6,699,699,,,,,11-50,36,www.linkedin.com/company/grupocompeti/?originalSubdomain=br,Small,ME,ME,Software - Gestão Empresarial (ERP),,0,9,"2,428571429",0,2,"20,8",11,,HubSpot CRM,0,BDR,Não,0,0,,,,ANUAL,13885290000140
10550,22.152.318/0001-20,90 TECNOLOGIA DA INFORMACAO LTDA,Ativo,01/05/2021,,18,1197,"1246,9",699,"248,9",299,,51-200,46,www.linkedin.com/company/90-tecnologia-da-informa-o/,Middle,DEMAIS,ME,Software - Gestão Empresarial (ERP),,48,"30,41176471",0,11,16,"465,375",20,RDStation,PipeDrive,"610,3529412",BDR,Sim,2,"4049,9",Sim,1,4000,ANUAL,22152318000120
10556,05.079.158/0001-12,NOVO OESTE SISTEMAS LTDA,Churn,01/05/2021,01/03/2022,10,846,846,,,,,11-50,42,www.linkedin.com/company/novooestesistemas/,Small,EPP,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"3,2",15,0,0,"150,2",4,,,"109,4",ListasAtivas,Não,0,0,,,,ANUAL,5079158000112
10398,20.947.407/0001-38,Sieg Soluções Inteligentes Ltda,Churn,01/04/2021,05/06/2021,2,3096,3096,,,,,11-50,100,www.linkedin.com/company/siegsolucoesoficial/?originalSubdomain=br,Middle,EPP,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,363,148,1,0,4,"75,25",36,,PipeDrive,"1674,5",BDR,Não,0,0,,,,Validar,20947407000138
10409,10.461.829/0001-45,Lab1 Consultoria Ltda.,Churn,01/04/2021,07/10/2021,6,867,867,,,,,11-50,9,www.linkedin.com/company/lab1-consultoria-sap/,Small,EPP,ME,Software - Gestão Empresarial (ERP),,0,2,0,1,4,"53,75",4,,,"201,2",CoMKTConteúdo,Não,0,0,,,,ANUAL,10461829000145
10443,09.276.674/0001-98,Easyone Consultoria Ltda,Churn,01/04/2021,17/02/2022,10,1047,1097,,,,,11-50,23,www.linkedin.com/company/easyonesap/,Small,ME,ME,Software - Gestão Empresarial (ERP),,0,"2,5",0,0,4,"1180,7",10,RDStation,PipeDrive,"674,5",ListasAtivas,Sim,1,50,,,,ANUAL,9276674000198
10461,32.773.698/0001-74,Xlz Gestao Digital De Negocios Ltda,Churn,01/03/2021,30/07/2022,16,945,1045,,,,,11-50,15,"www.linkedin.com/company/xlz-antecipacao/?originalSubdomain=br
",Small,DEMAIS,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,29,"67,07142857",0,1,0,"330,7857143",18,,PipeDrive,"2909,75",BDR,Sim,3,448,Sim,2,0,ANUAL,32773698000174
10462,34.814.864/0001-69,Virtual 360 Tecnologia Ltda,Churn,01/04/2021,18/09/2021,5,898,1326,,,,,2-10,29,www.linkedin.com/company/v-360/,Small,DEMAIS,EMP,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,11,17,"4,153846154",0,2,"338,2",7,RDStation,PipeDrive,201,Site,Sim,2,428,,,,ANUAL,34814864000169
10475,29.067.310/0001-05,Umentor Desenvolvimento E Treinamento Ltda,Ativo,01/04/2021,,19,1097,1694,1296,199,199,,11-50,15,www.linkedin.com/company/umentor-brasil/,Small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,"197,7777778","34,83333333","14,64705882",0,18,"1017,166667",13,RDStation,RDStationCRM,"2218,444444",EventodeTerceiros,Sim,1,597,,,,ANUAL,29067310000105
10474,07.698.596/0001-94,WEBMAIS SISTEMAS LTDA,Ativo,01/04/2021,,19,699,3310,2092,899,319,,11-50,56,www.linkedin.com/company/webmais-sistemas/,Middle,ME,EPP,Software - Gestão Empresarial (ERP),,"580,4705882","81,5",2,42,32,"6758,166667",38,RDStation,NectarCRM,"8810,333333",Indicação,Sim,13,2880,Sim,2,398,ANUAL,7698596000194
10576,07.958.406/0001-20,SENIOR CURITIBA SISTEMAS E CONSULTORIA LTDA,Ativo,01/05/2021,,18,798,867,699,99,69,,51-200,60,www.linkedin.com/company/magnus-consultoria/?originalSubdomain=br,Middle,DEMAIS,ME,Serviços - Coaching e consultoria,,0,"6,846153846",0,0,8,"51,92857143",15,,,"215,4285714",BDR,Sim,1,69,,,,ANUAL,7958406000120
10592,12.729.234/0001-53,UMANNI INOVACAO EM TECNOLOGIA DE SISTEMAS LTDA,Churn,01/05/2021,24/02/2022,9,828,828,,,,,11-50,24,www.linkedin.com/company/umanni/,Small,DEMAIS,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"6,571428571",0,0,4,245,6,,PipeDrive,"13,33333333",BDR,Não,0,0,,,,SEMESTRAL,12729234000153
10632,08.103.165/0001-09,SAFEWARE TECNOLOGIA LTDA,Ativo,01/05/2021,,18,995,696,597,99,0,,11-50,14,www.linkedin.com/company/unika-sistemas/,Small,ME,ME,Software - Gestão Empresarial (ERP),,0,"8,9",2,1,2,"76,33333333",5,,,"438,3125",ListasAtivas,Sim,2,198,Sim,4,497,MENSAL,8103165000109
10644,04.589.559/0001-50,LABBO LOCACAO DE PROGRAMAS DE COMPUTADORES LTDA,Churn,01/05/2021,28/04/2022,11,998,998,,,,,11-50,25,www.linkedin.com/company/labbo/,Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,"14,55555556",1,0,4,"51,2",6,,,"97,2",BDR,Não,0,0,,,,ANUAL,4589559000150
10663,07.832.575/0001-10,RBF TECNOLOGIA EM SISTEMAS LTDA,Churn,01/05/2021,28/12/2021,7,759,927,,,,,11-50,11,www.linkedin.com/company/rba-sistemas/,Small,ME,EPP,Serviços - Tecnologia da Informação,,0,"3,25",0,1,12,189,3,,,227,ListasAtivas,Sim,2,168,,,,SEMESTRAL,7832575000110
10669,05.985.424/0001-76,MCPLUS ASSESSORIA LTDA,Churn,01/06/2021,01/02/2022,8,597,597,,,,,11-50,14,www.linkedin.com/company/mcplus-it/,Small,ME,EPP,Serviços - Tecnologia da Informação,,0,0,0,0,4,"9,5",2,,,38,ListasAtivas,Não,0,0,,,,ANUAL,5985424000176
